time,x,y,vx,vy,phi,psi,wx,wz,omega_lf,wrf,wlr,wrr,spl_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+8.60000000e+00,+1.26723992e+01,+0.00000000e+00,+2.01456717e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.37631752e+01,+2.37631752e+01,+2.37945528e+01,+2.37945528e+01,+0.00000000e+00,+1,+1.42714079e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.61000000e+00,+1.26925131e+01,+0.00000000e+00,+2.00879319e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.36950579e+01,+2.36950579e+01,+2.37263464e+01,+2.37263464e+01,+0.00000000e+00,+1,+1.42305112e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.62000000e+00,+1.27125693e+01,+0.00000000e+00,+2.00301865e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.36269339e+01,+2.36269339e+01,+2.36581334e+01,+2.36581334e+01,+0.00000000e+00,+1,+1.41896105e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.63000000e+00,+1.27325677e+01,+0.00000000e+00,+1.99724355e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.35588033e+01,+2.35588033e+01,+2.35899138e+01,+2.35899138e+01,+0.00000000e+00,+1,+1.41487058e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.64000000e+00,+1.27525084e+01,+0.00000000e+00,+1.99146788e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.34906661e+01,+2.34906661e+01,+2.35216876e+01,+2.35216876e+01,+0.00000000e+00,+1,+1.41077972e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.65000000e+00,+1.27723913e+01,+0.00000000e+00,+1.98569165e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.34225223e+01,+2.34225223e+01,+2.34534548e+01,+2.34534548e+01,+0.00000000e+00,+1,+1.40668846e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.66000000e+00,+1.27922165e+01,+0.00000000e+00,+1.97991486e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.33543719e+01,+2.33543719e+01,+2.33852153e+01,+2.33852153e+01,+0.00000000e+00,+1,+1.40259681e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.67000000e+00,+1.28119838e+01,+0.00000000e+00,+1.97413750e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.32862150e+01,+2.32862150e+01,+2.33169693e+01,+2.33169693e+01,+0.00000000e+00,+1,+1.39850475e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.68000000e+00,+1.28316934e+01,+0.00000000e+00,+1.96835958e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.32180514e+01,+2.32180514e+01,+2.32487166e+01,+2.32487166e+01,+0.00000000e+00,+1,+1.39441231e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.69000000e+00,+1.28513452e+01,+0.00000000e+00,+1.96258110e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.31498812e+01,+2.31498812e+01,+2.31804573e+01,+2.31804573e+01,+0.00000000e+00,+1,+1.39031946e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.70000000e+00,+1.28709393e+01,+0.00000000e+00,+1.95680205e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.30817044e+01,+2.30817044e+01,+2.31121914e+01,+2.31121914e+01,+0.00000000e+00,+1,+1.38622622e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.71000000e+00,+1.28904755e+01,+0.00000000e+00,+1.95102244e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.30135210e+01,+2.30135210e+01,+2.30439189e+01,+2.30439189e+01,+0.00000000e+00,+1,+1.38213258e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.72000000e+00,+1.29099539e+01,+0.00000000e+00,+1.94524227e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.29453310e+01,+2.29453310e+01,+2.29756397e+01,+2.29756397e+01,+0.00000000e+00,+1,+1.37803855e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.73000000e+00,+1.29293746e+01,+0.00000000e+00,+1.93946153e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.28771344e+01,+2.28771344e+01,+2.29073540e+01,+2.29073540e+01,+0.00000000e+00,+1,+1.37394412e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.74000000e+00,+1.29487374e+01,+0.00000000e+00,+1.93368022e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.28089312e+01,+2.28089312e+01,+2.28390616e+01,+2.28390616e+01,+0.00000000e+00,+1,+1.36984929e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.75000000e+00,+1.29680424e+01,+0.00000000e+00,+1.92789836e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.27407214e+01,+2.27407214e+01,+2.27707626e+01,+2.27707626e+01,+0.00000000e+00,+1,+1.36575406e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.76000000e+00,+1.29872896e+01,+0.00000000e+00,+1.92211592e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.26725050e+01,+2.26725050e+01,+2.27024570e+01,+2.27024570e+01,+0.00000000e+00,+1,+1.36165844e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.77000000e+00,+1.30064789e+01,+0.00000000e+00,+1.91633293e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.26042819e+01,+2.26042819e+01,+2.26341447e+01,+2.26341447e+01,+0.00000000e+00,+1,+1.35756242e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.78000000e+00,+1.30256104e+01,+0.00000000e+00,+1.91054937e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.25360523e+01,+2.25360523e+01,+2.25658259e+01,+2.25658259e+01,+0.00000000e+00,+1,+1.35346601e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.79000000e+00,+1.30446841e+01,+0.00000000e+00,+1.90476525e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.24678160e+01,+2.24678160e+01,+2.24975004e+01,+2.24975004e+01,+0.00000000e+00,+1,+1.34936920e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.80000000e+00,+1.30637000e+01,+0.00000000e+00,+1.89898056e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.23995732e+01,+2.23995732e+01,+2.24291683e+01,+2.24291683e+01,+0.00000000e+00,+1,+1.34527199e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.81000000e+00,+1.30826580e+01,+0.00000000e+00,+1.89319530e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.23313237e+01,+2.23313237e+01,+2.23608295e+01,+2.23608295e+01,+0.00000000e+00,+1,+1.34117438e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.82000000e+00,+1.31015581e+01,+0.00000000e+00,+1.88740949e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.22630676e+01,+2.22630676e+01,+2.22924842e+01,+2.22924842e+01,+0.00000000e+00,+1,+1.33707638e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.83000000e+00,+1.31204004e+01,+0.00000000e+00,+1.88162311e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.21948050e+01,+2.21948050e+01,+2.22241322e+01,+2.22241322e+01,+0.00000000e+00,+1,+1.33297798e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.84000000e+00,+1.31391848e+01,+0.00000000e+00,+1.87583616e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.21265357e+01,+2.21265357e+01,+2.21557736e+01,+2.21557736e+01,+0.00000000e+00,+1,+1.32887918e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.85000000e+00,+1.31579113e+01,+0.00000000e+00,+1.87004865e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.20582597e+01,+2.20582597e+01,+2.20874083e+01,+2.20874083e+01,+0.00000000e+00,+1,+1.32477998e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.86000000e+00,+1.31765799e+01,+0.00000000e+00,+1.86426058e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.19899772e+01,+2.19899772e+01,+2.20190365e+01,+2.20190365e+01,+0.00000000e+00,+1,+1.32068039e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.87000000e+00,+1.31951907e+01,+0.00000000e+00,+1.85847194e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.19216881e+01,+2.19216881e+01,+2.19506580e+01,+2.19506580e+01,+0.00000000e+00,+1,+1.31658040e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.88000000e+00,+1.32137436e+01,+0.00000000e+00,+1.85268273e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.18533923e+01,+2.18533923e+01,+2.18822729e+01,+2.18822729e+01,+0.00000000e+00,+1,+1.31248002e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.89000000e+00,+1.32322386e+01,+0.00000000e+00,+1.84689296e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.17850900e+01,+2.17850900e+01,+2.18138811e+01,+2.18138811e+01,+0.00000000e+00,+1,+1.30837923e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.90000000e+00,+1.32506757e+01,+0.00000000e+00,+1.84110263e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.17167810e+01,+2.17167810e+01,+2.17454827e+01,+2.17454827e+01,+0.00000000e+00,+1,+1.30427805e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.91000000e+00,+1.32690548e+01,+0.00000000e+00,+1.83531173e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.16484654e+01,+2.16484654e+01,+2.16770777e+01,+2.16770777e+01,+0.00000000e+00,+1,+1.30017647e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.92000000e+00,+1.32873761e+01,+0.00000000e+00,+1.82952027e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.15801432e+01,+2.15801432e+01,+2.16086661e+01,+2.16086661e+01,+0.00000000e+00,+1,+1.29607450e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.93000000e+00,+1.33056394e+01,+0.00000000e+00,+1.82372824e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.15118143e+01,+2.15118143e+01,+2.15402478e+01,+2.15402478e+01,+0.00000000e+00,+1,+1.29197212e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.94000000e+00,+1.33238449e+01,+0.00000000e+00,+1.81793564e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.14434789e+01,+2.14434789e+01,+2.14718229e+01,+2.14718229e+01,+0.00000000e+00,+1,+1.28786935e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.95000000e+00,+1.33419924e+01,+0.00000000e+00,+1.81214248e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.13751368e+01,+2.13751368e+01,+2.14033914e+01,+2.14033914e+01,+0.00000000e+00,+1,+1.28376618e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.96000000e+00,+1.33600819e+01,+0.00000000e+00,+1.80634876e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.13067881e+01,+2.13067881e+01,+2.13349532e+01,+2.13349532e+01,+0.00000000e+00,+1,+1.27966262e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.97000000e+00,+1.33781135e+01,+0.00000000e+00,+1.80055447e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.12384328e+01,+2.12384328e+01,+2.12665084e+01,+2.12665084e+01,+0.00000000e+00,+1,+1.27555865e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.98000000e+00,+1.33960872e+01,+0.00000000e+00,+1.79475962e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.11700709e+01,+2.11700709e+01,+2.11980570e+01,+2.11980570e+01,+0.00000000e+00,+1,+1.27145429e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+8.99000000e+00,+1.34140029e+01,+0.00000000e+00,+1.78896420e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.11017023e+01,+2.11017023e+01,+2.11295989e+01,+2.11295989e+01,+0.00000000e+00,+1,+1.26734953e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.00000000e+00,+1.34318607e+01,+0.00000000e+00,+1.78316821e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.10333272e+01,+2.10333272e+01,+2.10611342e+01,+2.10611342e+01,+0.00000000e+00,+1,+1.26324438e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.01000000e+00,+1.34496605e+01,+0.00000000e+00,+1.77737166e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.09649454e+01,+2.09649454e+01,+2.09926628e+01,+2.09926628e+01,+0.00000000e+00,+1,+1.25913882e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.02000000e+00,+1.34674023e+01,+0.00000000e+00,+1.77157454e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.08965569e+01,+2.08965569e+01,+2.09241849e+01,+2.09241849e+01,+0.00000000e+00,+1,+1.25503287e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.03000000e+00,+1.34850862e+01,+0.00000000e+00,+1.76577686e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.08281619e+01,+2.08281619e+01,+2.08557002e+01,+2.08557002e+01,+0.00000000e+00,+1,+1.25092652e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.04000000e+00,+1.35027121e+01,+0.00000000e+00,+1.75997861e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.07597602e+01,+2.07597602e+01,+2.07872090e+01,+2.07872090e+01,+0.00000000e+00,+1,+1.24681977e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.05000000e+00,+1.35202800e+01,+0.00000000e+00,+1.75417980e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.06913519e+01,+2.06913519e+01,+2.07187111e+01,+2.07187111e+01,+0.00000000e+00,+1,+1.24271263e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.06000000e+00,+1.35377899e+01,+0.00000000e+00,+1.74838042e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.06229370e+01,+2.06229370e+01,+2.06502065e+01,+2.06502065e+01,+0.00000000e+00,+1,+1.23860508e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.07000000e+00,+1.35552418e+01,+0.00000000e+00,+1.74258048e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.05545155e+01,+2.05545155e+01,+2.05816953e+01,+2.05816953e+01,+0.00000000e+00,+1,+1.23449714e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.08000000e+00,+1.35726357e+01,+0.00000000e+00,+1.73677997e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.04860873e+01,+2.04860873e+01,+2.05131775e+01,+2.05131775e+01,+0.00000000e+00,+1,+1.23038880e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.09000000e+00,+1.35899716e+01,+0.00000000e+00,+1.73097889e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.04176525e+01,+2.04176525e+01,+2.04446531e+01,+2.04446531e+01,+0.00000000e+00,+1,+1.22628006e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.10000000e+00,+1.36072494e+01,+0.00000000e+00,+1.72517725e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.03492111e+01,+2.03492111e+01,+2.03761220e+01,+2.03761220e+01,+0.00000000e+00,+1,+1.22217093e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.11000000e+00,+1.36244693e+01,+0.00000000e+00,+1.71937504e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.02807630e+01,+2.02807630e+01,+2.03075842e+01,+2.03075842e+01,+0.00000000e+00,+1,+1.21806139e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.12000000e+00,+1.36416311e+01,+0.00000000e+00,+1.71357227e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.02123083e+01,+2.02123083e+01,+2.02390398e+01,+2.02390398e+01,+0.00000000e+00,+1,+1.21395146e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.13000000e+00,+1.36587350e+01,+0.00000000e+00,+1.70776893e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.01438470e+01,+2.01438470e+01,+2.01704888e+01,+2.01704888e+01,+0.00000000e+00,+1,+1.20984113e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.14000000e+00,+1.36757807e+01,+0.00000000e+00,+1.70196502e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.00753791e+01,+2.00753791e+01,+2.01019311e+01,+2.01019311e+01,+0.00000000e+00,+1,+1.20573040e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.15000000e+00,+1.36927684e+01,+0.00000000e+00,+1.69616055e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.00069045e+01,+2.00069045e+01,+2.00333668e+01,+2.00333668e+01,+0.00000000e+00,+1,+1.20161927e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.16000000e+00,+1.37096981e+01,+0.00000000e+00,+1.69035551e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.99384233e+01,+1.99384233e+01,+1.99647958e+01,+1.99647958e+01,+0.00000000e+00,+1,+1.19750775e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.17000000e+00,+1.37265697e+01,+0.00000000e+00,+1.68454990e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.98699354e+01,+1.98699354e+01,+1.98962182e+01,+1.98962182e+01,+0.00000000e+00,+1,+1.19339582e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.18000000e+00,+1.37433833e+01,+0.00000000e+00,+1.67874373e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.98014410e+01,+1.98014410e+01,+1.98276339e+01,+1.98276339e+01,+0.00000000e+00,+1,+1.18928350e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.19000000e+00,+1.37601388e+01,+0.00000000e+00,+1.67293700e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.97329399e+01,+1.97329399e+01,+1.97590430e+01,+1.97590430e+01,+0.00000000e+00,+1,+1.18517078e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.20000000e+00,+1.37768362e+01,+0.00000000e+00,+1.66712969e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.96644321e+01,+1.96644321e+01,+1.96904454e+01,+1.96904454e+01,+0.00000000e+00,+1,+1.18105766e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.21000000e+00,+1.37934756e+01,+0.00000000e+00,+1.66132182e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.95959177e+01,+1.95959177e+01,+1.96218412e+01,+1.96218412e+01,+0.00000000e+00,+1,+1.17694414e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.22000000e+00,+1.38100569e+01,+0.00000000e+00,+1.65551338e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.95273967e+01,+1.95273967e+01,+1.95532304e+01,+1.95532304e+01,+0.00000000e+00,+1,+1.17283023e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.23000000e+00,+1.38265801e+01,+0.00000000e+00,+1.64970438e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.94588691e+01,+1.94588691e+01,+1.94846128e+01,+1.94846128e+01,+0.00000000e+00,+1,+1.16871591e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.24000000e+00,+1.38430451e+01,+0.00000000e+00,+1.64389481e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.93903348e+01,+1.93903348e+01,+1.94159887e+01,+1.94159887e+01,+0.00000000e+00,+1,+1.16460120e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.25000000e+00,+1.38594521e+01,+0.00000000e+00,+1.63808467e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.93217939e+01,+1.93217939e+01,+1.93473579e+01,+1.93473579e+01,+0.00000000e+00,+1,+1.16048608e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.26000000e+00,+1.38758010e+01,+0.00000000e+00,+1.63227397e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.92532463e+01,+1.92532463e+01,+1.92787204e+01,+1.92787204e+01,+0.00000000e+00,+1,+1.15637057e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+9.27000000e+00,+1.38920918e+01,+0.00000000e+00,+1.62646269e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.91846921e+01,+1.91846921e+01,+1.92100763e+01,+1.92100763e+01,+0.00000000e+00,+1,+1.15225466e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
